GTIN	 QEMB 
7896306612831	 16 
7896306616389	 16 
7896306612817	 16 
7896306617492	 16 
7896423470994	 18 
7896063103016	 12 
7896063280427	 12 
7896063101012	 12 
7896063280656	 12 
7891962056500	 18 
7891962056678	 18 
7899970401183	 24 
7622300837389	 48 
7891962012735	 24 
7891962055312	 6 
7896494207314	 6 
7896494208342	 12 
7896494203316	 12 
7898646710383	 12 
7896657764128	 12 
7896084571238	 12 
7896084571030	 24 
7896105500636	 12 
7894900310016	 6 
7896281700745	 6 
7897277703047	 12 
7898276556771	 12 
7898276556702	 12 
7897951610333	 25 
7891048014400	 10 
7891048014431	 10 
7891048014424	 10 
7896292303621	 12 
7896292302082	 12 
7896292302075	 12 
7896214539107	 12 
7896214539091	 12 
7896214539084	 12 
7896214539046	 12 
7894900010398	 12 
7894900025019	 6 
7898306100516	 20 
7896653702490	 24 
7896016600104	 24 
7896004400341	 24 
7896016600111	 24 
7896004400020	 50 
7896004400013	 24 
7896016601217	 24 
7896004400327	 24 
7898002880132	 24 
7898002880927	 15 
7898264983428	 24 
7891031105016	 24 
7896007871469	 24 
7896007870462	 12 
7898002880057	 15 
7896183004002	 24 
7898264983947	 24 
7891200016174	 24 
7891024136409	 12 
7891962000183	 12 
7891962000411	 24 
7891962000176	 12 
7891962000428	 24 
7891962057484	 12 
7891962057491	 12 
7898264986092	 24 
7898264981776	 24 
7898422749156	 12 
7891150054448	 12 
7791293004976	 12 
7891150008816	 12 
7896235353393	 12 
7896235353409	 12 
7898919412051	 6 
7506309840581	 6 
7896235353423	 12 
7501001165253	 6 
7501007413105	 6 
7898071210021	 5 
11210008199	 6 
7891048014349	 24 
7891099353640	 12 
7896080001401	 12 
7896010002133	 12 
7896023080487	 6 
7896023013157	 6 
7891962054100	 40 
7891772150016	 24 
7622300837358	 48 
7891772147214	 24 
7891962054117	 40 
7891962054124	 40 
7891772150009	 24 
7891772149980	 24 
7898907632690	 10 
2000814000003	 5 
7896030893049	 50 
7908099900696	 50 
7896030892646	 25 
7898634580141	 50 
7898911727092	 25 
7898911727085	 25 
7898706420016	 6 
7896023014598	 6 
7896196061399	 12 
7896004005898	 12 
7891010032937	 30 
7891010560812	 30 
8005121218206	 12 
3165440007358	 12 
7896196061467	 12 
3165440007082	 12 
7896532107156	 30 
7896519238163	 20 
7896196061436	 24 
7891350011043	 6 
7891095110520	 12 
7891150030596	 12 
7891000538500	 12 
7898080640222	 24 
7898080641557	 24 
7891000120101	 48 
7891000126905	 27 
7896185310576	 27 
7896030519581	 16 
7896030519598	 16 
7896030519611	 16 
7896030519628	 16 
7509546079400	 12 
7891024134702	 12 
7891024041628	 12 
7891024135358	 12 
7891024135020	 12 
7891024132005	 12 
7500435109109	 12 
7891528038612	 12 
7891000253182	 27 
7897042004904	 6 
7898264981783	 24 
7896068944362	 20 
7893333325109	 10 
7622300801779	 10 
7893333325000	 10 
7891143019676	 12 
7896653706726	 12 
7898205922998	 12 
7506339363883	 12 
7891150068292	 12 
7898315990726	 20 
7896073902913	 24 
7896073902814	 24 
7891048002049	 12 
7891048002063	 12 
7891048002056	 12 
7891079013120	 24 
7891079013083	 24 
7891079013045	 24 
7891079013038	 12 
7891079013106	 24 
7898264985996	 24 
8076809534376	 12 
7891136065208	 12 
7897712902004	 25 
7898530842138	 16 
7898530842091	 40 
7898530842114	 40 
7898530841186	 20 
7891025101543	 12 
7891025021117	 27 
7891025106067	 4 
7898164662669	 6 
7898341430081	 6 
7894900558029	 6 
7894900558524	 6 
7894900558005	 12 
7894900557534	 6 
7894900556032	 6 
7894900550030	 6 
7894900550054	 12 
7898341430111	 6 
7894900660357	 6 
7898341430012	 6 
7898341430074	 6 
7898341430142	 18 
7898341430203	 18 
7898341430036	 6 
7898341430043	 6 
7898341430098	 6 
7898341430777	 6 
7891035215506	 12 
7898314110118	 12 
7896495000174	 6 
7896495000129	 6 
7896040707978	 12 
7896040707985	 12 
7896040708128	 12 
7896040708142	 12 
7896040707992	 12 
7897744501176	 12 
7891035001031	 12 
7891035001048	 12 
7891035001055	 12 
7898462400765	 6 
7899449499772	 6 
7898462400406	 6 
7896097607221	 6 
7896097607238	 6 
7896097607351	 6 
7891150071407	 12 
7891150071445	 12 
7891150071414	 12 
7896044942009	 12 
7896044936916	 12 
7896044936923	 12 
78924529	 12 
7791293022635	 12 
78923454	 12 
7896044928539	 12 
7896044928515	 12 
7896044942023	 12 
7899449499703	 24 
7899449499246	 24 
7896098900253	 24 
7896098900239	 24 
7891035024351	 12 
7891022100372	 24 
7891022638004	 24 
7897664130036	 24 
7896098900208	 24 
7896098902042	 24 
7896336010522	 24 
7896331100372	 12 
7896863461613	 12 
7898080640765	 24 
7898080641762	 24 
7896653703244	 24 
7898003280580	 40 
2001024000005	 10 
7896653702506	 24 
7896653703169	 12 
7891000623008	 20 
7891000623107	 20 
7891000243954	 3 
7613033174728	 3 
7891000302606	 3 
7891000302644	 3 
7501059273245	 3 
7891000291900	 3 
7891000291863	 3 
7613034735034	 3 
7891000243930	 3 
7501059273283	 3 
7891000118924	 3 
7613032396350	 3 
7891000243787	 3 
7501059273252	 3 
7613033026720	 3 
7613031526406	 3 
7891000243725	 3 
7891000243749	 3 
7501059273597	 3 
7891000294376	 3 
7891000243688	 3 
7613035260566	 3 
2012686000005	 6 
2012687000004	 6 
7892840815943	 25 
7892840814540	 15 
7892840814557	 8 
7892840815936	 12 
7892840817336	 48 
78933354	 12 
7897517209414	 24 
3083681015652	 24 
1220000250055	 6 
1220000250079	 6 
7894900401714	 6 
7894900401103	 6 
815154021104	 6 
815154021203	 6 
7898929280985	 24 
070847022015	 6 
070847022305	 6 
070847034803	 6 
070847022022	 6 
7898938890021	 6 
070847033301	 6 
070847022206	 6 
1220000250000	 6 
070847033929	 6 
742832752848	 6 
9002490209346	 24 
9002490220815	 4 
9002490240875	 24 
9002490247379	 24 
9002490220792	 4 
611269101713	 24 
9002490235192	 24 
611269991000	 4 
9002490214166	 24 
9002490229160	 4 
751320388858	 6 
7898930673134	 25 
7898930673141	 25 
7891024040034	 12 
7891024136096	 12 
7892840268442	 20 
7892840268848	 20 
7892840267841	 20 
7892840267940	 20 
7892840268046	 20 
7898264981868	 24 
7898264981806	 24 
7891098000392	 12 
7898264983831	 24 
7898264981813	 24 
3083681080926	 24 
3083680004572	 24 
7896519236596	 20 
3083680003766	 24 
7896102500622	 24 
7891032013457	 12 
7896102500448	 24 
7891032013402	 12 
7896102500417	 24 
7896532107187	 30 
7897517209650	 32 
7897517209056	 32 
7897517209407	 24 
7891095100361	 12 
7896102500493	 24 
7896102501018	 24 
7891032012351	 12 
7898961303345	 12 
7898956700203	 12 
7891024116319	 12 
3014260833176	 12 
7891024024386	 12 
7896051030423	 50 
7896051030447	 100 
7896001004566	 30 
7891040128082	 12 
7891040001187	 12 
7891040001408	 10 
7891040299614	 10 
7891040219438	 10 
7891040001316	 10 
7891350000092	 6 
7891141024917	 6 
7896452112155	 6 
7896452112582	 6 
7896452101326	 6 
7896452112117	 6 
7896452112001	 6 
7896452101517	 6 
7896452112056	 6 
7896452112506	 6 
7896452112094	 6 
7896072911022	 12 
7896072922462	 12 
7891083611442	 24 
7891083611411	 24 
7891083611138	 6 
7891083611183	 6 
7896072911251	 12 
7896072911268	 12 
8410036001131	 12 
8410036006297	 12 
8410036807658	 12 
8410036807634	 12 
7896023082993	 6 
7896023082979	 6 
7896023083051	 6 
7896023082634	 6 
7896023085994	 6 
7896023012372	 6 
7896267774081	 12 
7896267774074	 12 
7896267774111	 12 
7896267774104	 12 
7896072911145	 12 
7896072922356	 12 
7897744502449	 12 
7897744502043	 12 
7897744502173	 12 
7897744502432	 12 
7897744502166	 12 
7897744502128	 12 
7897744502104	 12 
7897744502159	 12 
7897744502050	 12 
7897744502067	 12 
7897744502135	 12 
7897744502074	 12 
7897744502081	 12 
7897744502142	 12 
7897744502111	 12 
7897744502098	 12 
7893753603047	 12 
7896036098639	 24 
7891032015369	 12 
7894900093056	 6 
7894900093001	 6 
7894900031515	 6 
7894900030013	 6 
7894900151510	 6 
7894900150018	 6 
7894900051513	 6 
7894900050011	 6 
7894900050394	 12 
7892840815776	 28 
7896283000072	 24 
7894321220024	 28 
7898269631324	 12 
7898915653359	 20 
7898111260658	 10 
7891095026333	 12 
7892840815783	 12 
7894321219929	 28 
7898568901050	 12 
7898568900930	 12 
7898905356581	 6 
7898951275034	 24 
7898568900923	 12 
7896283004117	 20 
7896278620704	 10 
7896278600140	 10 
7896278600218	 10 
7896117600027	 20 
7896278600164	 10 
7891095300389	 24 
7891095300372	 24 
7891095300303	 24 
7896278600195	 10 
7891095200399	 12 
7898912222022	 20 
7898099810029	 20 
7898568900916	 12 
7896278600188	 10 
8801558206287	 5 
7891095400423	 24 
7896005202074	 10 
7896022206147	 10 
7896283000102	 10 
7896022200961	 10 
7891080000119	 10 
7891000099032	 24 
7891000252604	 24 
7896283003608	 20 
7896007870554	 12 
8801558204108	 12 
7898912222237	 20 
7898912222015	 20 
7898912222039	 20 
7891095031665	 24 
040232770999	 12 
040232732287	 12 
7898963886020	 25 
7898963886013	 25 
7898053594330	 25 
7891095200993	 12 
7891095300488	 24 
7898067340664	 12 
7898067340657	 12 
7891095830671	 12 
7897303500183	 30 
7896200115582	 30 
7896006748885	 12 
7896006715160	 18 
7896200115575	 10 
7896200115032	 20 
7896200115049	 20 
7896200115544	 10 
7896200115056	 20 
7896200115551	 10 
7896200115025	 20 
7896200115568	 10 
7896006748830	 12 
7896200115346	 30 
7896006744115	 30 
7897517209223	 32 
7893753602842	 10 
7896006749295	 12 
7896006716006	 18 
7896200115353	 30 
7896006748731	 12 
7893753602835	 10 
7896200115360	 30 
7896006751113	 30 
7897517209247	 32 
7896200115063	 30 
7896278600287	 6 
7896006716402	 18 
7896006797920	 18 
7896006797944	 18 
7896006748786	 12 
7896006748939	 12 
7896200115773	 30 
7896031224583	 24 
7896031224088	 12 
7897122600576	 12 
7891048040065	 120 
7891048040171	 12 
7622300119621	 72 
7896005271964	 32 
7898409957970	 32 
7891048040003	 72 
7898024397151	 20 
7898024397458	 9 
7898024396994	 9 
78909434	 16 
7861002900117	 10 
7896283000546	 20 
7891032016403	 12 
7898909755014	 12 
7798075090011	 24 
7898921466356	 15 
7898911727405	 15 
7898911727412	 15 
7898930672328	 25 
7898930672335	 25 
7891021001885	 48 
7891021001946	 48 
7891021001960	 48 
7891021002103	 48 
7891021002127	 48 
7898279790431	 12 
7898279790387	 12 
7898279790394	 12 
7898279790400	 12 
7898279797539	 12 
7898279795061	 12 
7898279793739	 12 
7898279790417	 12 
7898591451478	 12 
7898279799953	 12 
7898279792077	 12 
7898591459214	 12 
7898279799298	 12 
7898279790776	 12 
7898279792039	 12 
7898591450921	 12 
7898279799717	 12 
7898279797072	 12 
7898591452697	 12 
7898279799083	 12 
8410525188459	 12 
7898591450143	 12 
7898591454530	 12 
7898591451102	 12 
8410525159619	 12 
7898591452710	 12 
7898591453595	 12 
7908228801672	 12 
7898591457814	 12 
8410525146435	 12 
7898591455001	 12 
7898591455025	 12 
7898279790639	 12 
7898591452734	 12 
7891024183007	 12 
7891024183021	 12 
7891000260524	 20 
7896639800028	 12 
7896639800011	 12 
7898946900699	 12 
7898930672441	 12 
7898930672472	 12 
7896007838776	 40 
7891000502105	 30 
7898930672601	 25 
7896007941254	 24 
7896007912124	 10 
7892018063015	 35 
7897122600910	 12 
7896023083679	 6 
7896023083693	 6 
7896023083716	 6 
7896452104617	 6 
7896452100343	 6 
7896519259717	 10 
7892011003001	 25 
7891048002070	 12 
7891048002087	 12 
7891048002094	 12 
7896278600232	 10 
7896278600225	 10 
7898951275010	 12 
7891095200184	 24 
7891095200450	 24 
7898649351767	 12 
7898649351774	 12 
7892840809447	 6 
7892840808051	 6 
7892840808013	 6 
7892840808020	 6 
7892840808037	 6 
7892840809409	 6 
7892840808068	 6 
7892840808099	 6 
7892840808174	 6 
7892840808044	 6 
7897744501640	 12 
7897744501664	 12 
7897744501633	 12 
7891350034844	 6 
7891350034868	 6 
7891350034950	 12 
7891350034929	 12 
7891350034936	 12 
7891048046623	 36 
7891048046616	 36 
7891048046647	 36 
7891048046654	 36 
7891048046661	 36 
7891048050057	 48 
7891048050064	 48 
7891048049020	 24 
7891048046630	 36 
7896327511472	 15 
7891048050606	 48 
7891048050620	 48 
7891048050613	 48 
7891048050637	 48 
7891048050644	 48 
7891048050668	 48 
7891048050682	 48 
7891048048979	 36 
7891048048986	 36 
7891048049013	 36 
7891048049792	 36 
7891048049006	 36 
7891048048993	 36 
084380957840	 12 
084380957345	 12 
7891032019701	 12 
084380957147	 12 
084380958045	 12 
084380957048	 12 
084380957543	 12 
084380957741	 12 
7891032019305	 12 
084380957949	 12 
084380957246	 12 
7891032019107	 12 
084380957444	 12 
084380982422	 12 
7891032019206	 12 
7898944717251	 12 
7896214536052	 12 
7896214536083	 12 
7896214536021	 12 
7896214536090	 12 
7896214536038	 12 
7896214536045	 12 
7896214532221	 12 
7896214532818	 12 
7896214532306	 12 
7896214532603	 12 
7896214534072	 12 
7896214534102	 12 
7896214532214	 12 
7896214532207	 12 
7896214534096	 12 
7896214532702	 12 
7896214532405	 12 
7896214532023	 12 
7896214532856	 12 
7896214532108	 12 
7896214534089	 12 
7896214532504	 12 
7896214532153	 12 
7896214533068	 12 
7896214533037	 12 
7896214533051	 12 
7896214533075	 12 
7896214533013	 12 
7896214533020	 12 
7896214533129	 12 
7896214533006	 12 
7896214500077	 12 
7896214500039	 12 
7896214500060	 12 
7896214500053	 12 
7896214532962	 12 
7896214532931	 12 
7896214532900	 12 
7896214532948	 12 
7896214532955	 12 
7896214532924	 12 
7896214532979	 12 
3492390020282	 12 
7896863498800	 12 
7896863444449	 12 
7713042116945	 12 
7713042147628	 12 
7713042147581	 12 
7897180010461	 6 
7898269631492	 12 
7898568901098	 12 
7898269631546	 12 
7898269631485	 12 
7897303500091	 12 
7896283000317	 20 
7898264981998	 24 
7897303500084	 12 
7896283000188	 20 
7898264983473	 24 
047400179660	 12 
047400179240	 6 
7501009222729	 12 
7640175740047	 12 
7640175742263	 6 
5000289020701	 6 
5000289929417	 3 
7891050002259	 12 
5010677715003	 3 
620213190000	 3 
7891121154009	 12 
7891121155006	 6 
7893218003757	 6 
5000291020706	 12 
7894650014448	 12 
7891095002498	 12 
7896863432156	 12 
7891042101243	 24 
7898267580181	 12 
7891048014219	 24 
7891772142684	 12 
7891772144855	 16 
7898677070883	 12 
7898677070913	 12 
7898677070890	 12 
7898677070920	 12 
7891772144862	 16 
7891772144107	 12 
7898994481324	 6 
7898994481348	 6 
5010477352934	 4 
5010477352897	 4 
5010477352873	 4 
7891772142691	 12 
7891772144831	 16 
7891772145548	 12 
7898568900312	 12 
7898568900305	 12 
7891772142219	 12 
7891772144824	 16 
7898928727184	 20 
7898928727429	 20 
7898928727757	 20 
7898928727382	 20 
7898928727405	 20 
7898928727023	 20 
7898928727306	 20 
7891772153390	 12 
7891772153413	 16 
7891048014035	 24 
7897517209438	 24 
7896006715207	 18 
7897517209155	 32 
7896278600065	 10 
7896102500820	 24 
7896102517149	 24 
7897122600286	 12 
7891095100538	 12 
3083681038057	 24 
3083680003629	 24 
7896092500282	 12 
609963143184	 12 
7891046021820	 6 
7897053931497	 12 
7897053931503	 12 
7896326100219	 6 
7896326100226	 6 
7896326100257	 6 
7891991008761	 6 
7891991001342	 6 
7891991002646	 12 
7891991012010	 6 
7891991012003	 12 
7891991000826	 12 
7891991008785	 6 
7891991001373	 6 
7891991000727	 12 
7891991002684	 12 
7891991002943	 12 
7894900911510	 6 
7894900910018	 6 
7891172151323	 90 
7891172151125	 90 
7896061934285	 96 
7896061934582	 72 
7896061931789	 50 
7892840812416	 6 
7892840812423	 12 
7892840812874	 6 
7892840812850	 12 
7892840812881	 6 
78938960	 21 
78938793	 21 
78938809	 21 
78938816	 21 
7622300869960	 21 
78938847	 21 
7622300990268	 21 
7622300870003	 21 
78938854	 21 
78938823	 21 
78938878	 21 
78938830	 21 
78938861	 21 
7899638343923	 12 
7899638343879	 12 
7899638343862	 12 
7898600721677	 12 
7898600721691	 36 
7898600721714	 12 
7898600721738	 36 
7899638343817	 12 
7898678660014	 12 
7898629570508	 12 
7891035126000	 12 
7891035128103	 12 
7899637600072	 3 
7891010560737	 48 
7894900111002	 6 
7896181501442	 12 
7896181500834	 12 
7896181501435	 12 
7896181501718	 24 
7896181500107	 24 
7898276556764	 12 
7898276556757	 12 
7898276556733	 12 
7891132040018	 12 
7897269900829	 6 
7891098040855	 6 
7891098041081	 6 
7891098040909	 6 
7891098041142	 6 
7894650938188	 12 
7894650005569	 12 
7894650003848	 12 
7894650014295	 12 
7891035618550	 12 
7891035618567	 12 
7891035617959	 24 
7891035396953	 24 
7891035396250	 24 
7898024830474	 24 
7891035024535	 24 
7891035618543	 12 
7891035618239	 24 
7891035618246	 24 
7891035024696	 12 
7898292884070	 24 
7891097000256	 6 
7891025120285	 6 
7891025113454	 6 
7897277703108	 12 
7897277703115	 12 
7897277703023	 12 
7891097000201	 6 
7891097000270	 6 
7891097101533	 6 
7891097000607	 6 
7891097010781	 6 
7891097000195	 6 
7891097101717	 12 
7891097101601	 12 
7891097101632	 12 
7891097101854	 12 
7891025114376	 6 
7891025118640	 20 
7891097089527	 6 
7896862001131	 6 
7896862000202	 6 
7896862000417	 6 
7896862000424	 6 
7896862000301	 6 
7896862000844	 6 
7896862000868	 6 
7896862001216	 6 
7896862001230	 6 
7896862001247	 6 
7896862000875	 6 
7896862000752	 6 
7896862001292	 6 
7896862000806	 6 
7896862001308	 6 
7896862000684	 6 
7897951615079	 24 
7897951614560	 6 
7897951615123	 24 
7897951614805	 6 
7891000261460	 24 
7891000252819	 24 
7891000260166	 24 
7891000252833	 24 
7891000092699	 12 
7891000096864	 6 
7891000104613	 12 
7891000241615	 12 
78936119	 12 
7891000092453	 12 
7891000250525	 6 
78936171	 12 
7891000340004	 24 
7891000305775	 10 
7891000244449	 12 
7891000244265	 24 
7891000244425	 12 
7891000073018	 28 
7891000072998	 21 
7891000072950	 21 
7891000072974	 21 
7891000260623	 12 
7891000261002	 12 
7891000094396	 8 
7891000103852	 24 
7891000261484	 24 
7891000103876	 24 
7891000275580	 6 
7891000275771	 6 
7891000261026	 6 
7891000241417	 6 
7891000254608	 6 
7896281700363	 6 
7896281700585	 6 
7897951611040	 25 
7898205923650	 12 
7898205923643	 12 
7898205924480	 12 
7898205924206	 12 
7898205924312	 12 
7898205924220	 12 
7898205924725	 12 
7891999011398	 24 
7891999003683	 24 
7891999012388	 24 
7891999010735	 24 
7891999003072	 24 
7891999003713	 24 
7898571520118	 12 
7898571520569	 12 
7898571520552	 12 
7898571520668	 12 
7898571520439	 12 
7898571520330	 12 
7898571520125	 12 
7894900123562	 6 
7894900113563	 6 
070330605282	 50 
7898080640239	 24 
7896356600161	 12 
7896356600772	 12 
7894900603705	 12 
7894900573701	 12 
7894900563702	 12 
7894900583700	 12 
7894900593709	 12 
7894000021249	 12 
7891141022852	 24 
7891141023019	 24 
7896292330023	 12 
7896292304826	 12 
7896292304819	 12 
7896102592559	 12 
7896102503708	 16 
7896102503722	 12 
7896102584103	 16 
7896102593068	 16 
7891150027848	 24 
7891031409091	 12 
7891031409404	 25 
7891031409039	 15 
7896292300460	 24 
7893000122116	 12 
7891095006878	 12 
7891095200870	 24 
80052760	 30 
80761761	 30 
80177609	 20 
78931053	 144 
78602731	 48 
78940840	 48 
78940833	 48 
78940826	 48 
7898024395867	 48 
7898024398264	 48 
7898024398257	 48 
7898024395850	 48 
7891095200207	 24 
7622210563781	 12 
7891024023815	 12 
7891121153705	 6 
7894900039061	 2 
7891991015868	 12 
7898957617586	 12 
7804320752433	 12 
7896090122707	 14 
8001929136377	 6 
8001929241545	 6 
8001929136353	 6 
7898324006166	 10 
7899771500139	 10 
7898324005176	 10 
7898324004858	 10 
7898324237737	 10 
7898324237744	 10 
7898324237768	 10 
7899771500825	 10 
7898324005152	 10 
783094062009	 10 
783094061552	 10 
783094060128	 10 
8076809576352	 10 
8076809542517	 12 
7896074605318	 6 
7896074604496	 6 
7896022203870	 28 
7896216100107	 8 
7891515475703	 6 
7891515476212	 6 
7891515475697	 6 
7891035024368	 7 
7891022856743	 12 
7891022856736	 12 
7898462402455	 12 
8710522675908	 12 
7500435121590	 12 
7500435115353	 6 
7898462400789	 6 
7898462401694	 6 
7896040700245	 6 
7896040700207	 12 
7896040702140	 12 
7891024128510	 12 
7891024039847	 12 
7891024128503	 12 
7891150008267	 12 
7891150063990	 12 
7896040705332	 12 
7896040701389	 12 
7897769500321	 4 
7897769500307	 100 
7898926177462	 6 
7898080642424	 27 
7898080640413	 27 
7898080641564	 27 
7891000107041	 27 
7891000100103	 48 
7891000322789	 48 
7898215151999	 27 
7896183201135	 12 
7898596081014	 6 
7896047801013	 24 
7896028014494	 24 
7896004400136	 24 
7896004400075	 24 
7891000101506	 24 
7898080640369	 24 
7891000001080	 12 
7891000003404	 12 
7891000284933	 24 
7891000140307	 24 
7891000109908	 24 
7891097101977	 5 
7891097101991	 5 
7891025113447	 6 
7891097001598	 12 
7891000070444	 20 
7896862002107	 6 
7896862002060	 6 
7896281701124	 6 
7891000027974	 20 
7898080640024	 12 
7898080640635	 12 
7898080640611	 12 
7898080641694	 24 
7898080640628	 12 
7898080642370	 12 
7896569405003	 12 
7891000066607	 12 
7898215157496	 12 
7898215157465	 12 
7898215157441	 12 
7898215157458	 12 
7891000106754	 12 
7898080641298	 12 
7891000325858	 24 
7891000066560	 12 
7898215157472	 12 
7898215157403	 12 
7898215157410	 12 
7891000076217	 12 
7898215157434	 12 
7898215157427	 12 
7898215157489	 12 
7898215151708	 12 
7898215152811	 12 
7896183202194	 12 
7896183202187	 12 
7896183201340	 12 
7896183201579	 12 
7896185312419	 6 
7896185312730	 12 
7896185312525	 12 
7896185312396	 6 
7896185312716	 12 
7896185312501	 12 
7896185312402	 6 
7896185312723	 12 
7896185312518	 12 
7896185312600	 6 
7898080640932	 12 
7898264986016	 24 
7891172172182	 40 
7896061953156	 48 
7896110011158	 48 
7898416522086	 12 
7896278600089	 10 
7891095100552	 12 
6001495062508	 12 
7891121212006	 6 
7891121282009	 6 
7891121287004	 6 
7891121201000	 6 
7891121219005	 6 
7896247200029	 12 
7702626153803	 36 
7891022853315	 12 
7898462401762	 6 
7898462401755	 6 
7898462403520	 12 
7898462403483	 12 
7898462403506	 12 
7891150022010	 12 
7891150071742	 12 
7891150071568	 12 
7891035060007	 12 
7891035070006	 12 
7891035115806	 12 
7898462403100	 6 
7896283004407	 10 
7610400010016	 20 
7610400013024	 20 
3046920028004	 20 
3046920028363	 20 
7610400077392	 20 
7610400068369	 20 
7610400014649	 20 
7610400014632	 20 
7610400010023	 20 
7891095016969	 12 
7898568900992	 12 
7896283000416	 20 
2000840000008	 5 
7898264982650	 24 
7896292005754	 12 
7896292005761	 12 
7891035500008	 24 
7891035501005	 12 
7891035502231	 24 
7891035502200	 24 
7891035502606	 12 
7898283814536	 10 
7896243101870	 10 
7896243106103	 10 
7896243101733	 10 
7896243106097	 10 
7896243101726	 10 
7896243101719	 10 
7896495000983	 12 
7894650937730	 12 
7894650937723	 12 
7894650014219	 12 
7894650014202	 12 
7897000800548	 12 
7897000800456	 24 
7894650938478	 24 
7894650937747	 12 
7897000800814	 12 
7894650938485	 24 
7898951850132	 20 
8076800195132	 24 
8076800315097	 24 
7898951850149	 20 
8076800195019	 24 
8076809519960	 12 
7898951850064	 30 
7898951850071	 30 
8076808060654	 12 
8076809523776	 12 
7898951850156	 20 
8076802085981	 12 
7898951850088	 30 
7898951850101	 20 
7898951850118	 20 
7898951850095	 20 
8076802085738	 12 
8076809571944	 15 
8076802085899	 12 
8076809571951	 20 
8076809529419	 20 
8076800195057	 24 
8076800195033	 24 
8076808150072	 24 
8076808201293	 12 
8076809501415	 14 
7898097961020	 6 
7898097961013	 5 
7898097961037	 5 
7898915654073	 10 
7898915654042	 10 
7898915653380	 10 
7898915653274	 10 
7898915654011	 10 
7898915654028	 10 
7898915653281	 10 
7896193800007	 12 
8001250152091	 12 
8001250121264	 12 
8001250152336	 12 
7896022203566	 20 
7896022200381	 20 
7896022200312	 20 
7896022200756	 30 
7896022200732	 30 
7896022204495	 30 
7896022200664	 20 
7896022200350	 20 
7896022200534	 20 
7896022203733	 20 
7896022203726	 20 
7896022200572	 20 
7896022205294	 20 
7896022206918	 20 
7896022201906	 50 
7896022201944	 50 
7896022201913	 50 
7896022201937	 50 
7896193800502	 12 
7896193800380	 12 
7896193800199	 12 
7896022200169	 20 
7896022204846	 20 
7896022203719	 20 
7896022207571	 24 
7896022201340	 30 
7896022200282	 30 
7896022201746	 20 
7896022200046	 30 
7896022200060	 20 
7896022200206	 20 
7896022207564	 24 
7896022203702	 20 
7896022207557	 24 
7896022203634	 20 
7896022200213	 20 
7896022200039	 20 
8851876201846	 6 
8851876200740	 6 
7896193800113	 12 
7896193800229	 12 
7896193800335	 12 
7896193800281	 24 
7891079011515	 20 
7896181502043	 20 
8076804765591	 16 
8076809575522	 15 
8076809575515	 12 
8076809575492	 15 
8076809575553	 20 
8076809575560	 20 
736532729453	 5 
736532729460	 10 
4710979890033	 5 
8076809545457	 8 
8076800315264	 24 
7896216100220	 5 
7898077980300	 10 
8076809545440	 12 
7896216100206	 5 
7898077980744	 5 
7898077980737	 5 
7897942100010	 5 
7897942100027	 5 
7898077980706	 6 
7896216100886	 5 
7896003702385	 24 
7896003702347	 24 
7896003702415	 24 
7896003702309	 24 
7891031412039	 25 
7891031412053	 25 
7897517205508	 36 
7896102583182	 16 
7896102582949	 16 
7894000050720	 12 
7891150027800	 12 
7894000050027	 24 
7894000050034	 12 
7891150061606	 12 
7891031412015	 25 
7891031412022	 25 
7891031412091	 12 
7891031412190	 12 
7891031412145	 25 
7891031412077	 15 
7891999004888	 12 
7896532107163	 30 
7896519237340	 20 
7898264982810	 24 
7898264982896	 24 
7898924049365	 12 
7898924049372	 6 
7896331100143	 24 
7896331100136	 24 
7896331100051	 30 
7896331100310	 48 
7896331100327	 24 
7898994436416	 12 
7898994436461	 12 
7898960212358	 12 
7891515901066	 24 
7891080400087	 12 
7893000394117	 24 
7893000394209	 12 
7893000382961	 24 
7893000383005	 12 
7501035010314	 12 
7891048051054	 36 
2005308000002	 7 
7898629570928	 12 
7898629570409	 14 
7898629570348	 14 
7898629570423	 14 
7898629570959	 12 
7891125000074	 12 
7891125000104	 12 
7898915654080	 10 
7898915654059	 10 
7898951850217	 28 
7896756205010	 20 
7896756200114	 10 
7896756200015	 20 
7896296800126	 25 
7896677800035	 20 
7898957617548	 12 
7898957617555	 12 
7896216100046	 18 
7898065550010	 20 
7898065550041	 5 
040232764370	 15 
7899468507021	 6 
7899468501623	 6 
7898258951167	 12 
7898258951785	 12 
7898258951051	 12 
7898258950047	 12 
7898258950849	 12 
7898258951068	 12 
7898258950313	 12 
7898258950269	 12 
7898258950054	 12 
7898258951150	 12 
7898258951754	 12 
7898258951860	 50 
7898258951761	 12 
7898258951075	 12 
7898258950542	 12 
7898258950061	 12 
7898258951778	 12 
7897771400718	 24 
040232946660	 35 
7898258950115	 12 
7897771400336	 24 
7897771400770	 15 
7897771400084	 12 
7897771400756	 15 
7897771400077	 12 
7897771400176	 24 
7897771400763	 15 
7897771400091	 12 
7893753603023	 12 
7896278636057	 12 
7898258951006	 12 
7898258950160	 12 
7898258950993	 12 
7898951185180	 15 
7891031305010	 15 
7713042147642	 12 
78922310	 6 
78922327	 6 
78922334	 6 
7896262304351	 16 
7896262304306	 16 
7891150051768	 12 
7891150033825	 15 
7891150026261	 15 
7891150009585	 15 
7894321632032	 30 
7896278600041	 10 
7897517209391	 24 
