GTIN	 QEMB 
7896023600234	 48 
7896023600449	 48 
7891340303615	 20 
7891340303233	 20 
7891340303332	 20 
7896003705195	 24 
7896292002784	 16 
7896003700800	 30 
7896003703078	 30 
7896003700817	 30 
7896011104386	 12 
7898171340161	 24 
7891000247624	 52 
7891000304631	 48 
7891000304556	 48 
7891000304792	 48 
7891000289709	 45 
7891000304679	 48 
7891000304594	 48 
7891000068458	 36 
7891000305195	 60 
7891000247648	 52 
7891000089231	 30 
7898315990993	 20 
7891000241356	 70 
7891000241370	 70 
7896024760302	 40 
7896024760340	 40 
7896024760319	 40 
7896024760401	 20 
7896024760135	 40 
7898171341090	 30 
7898171341076	 36 
7898572100036	 20 
5601008200062	 24 
7896023600241	 48 
7891340365262	 30 
7891340365279	 30 
7898315990610	 20 
7622210592729	 54 
7622210592699	 54 
7896292002760	 16 
7896292002708	 16 
7896085053269	 40 
7896022205140	 30 
7896022205232	 20 
7896006716464	 12 
7898940571017	 12 
4017100216800	 12 
4017100290008	 12 
7891962014999	 42 
7891962014982	 42 
7891962026831	 42 
7891962032450	 48 
7891000305232	 60 
5410471110774	 12 
7891000889701	 40 
7622300747442	 40 
7622300990701	 44 
7896022205188	 20 
7896022205157	 30 
7896022205164	 20 
7896006779674	 12 
7898416780028	 45 
7702025101306	 24 
7702025185368	 24 
7896085053832	 30 
7896022205225	 20 
7896022205195	 30 
7896022205201	 20 
7891168100014	 40 
7896022205218	 20 
7898634020128	 30 
7891000023808	 63 
7622300830151	 48 
7891000051436	 54 
7891000912805	 36 
7896024721600	 40 
7896024722836	 40 
7896024721358	 40 
7896024722324	 40 
7898416780035	 25 
7702025125746	 24 
7897886700048	 5 
7898924834015	 30 
7898924834039	 30 
2005336000005	 7 
7898264986856	 24 
7898264986719	 24 
7898264986863	 24 
7898264986726	 24 
7898264986870	 24 
7898264986733	 24 
7898264986887	 24 
7898264986740	 24 
7898264986894	 24 
7898264986757	 24 
7898264986900	 24 
7898264986764	 24 
7898264986917	 24 
7898264986771	 24 
7898956700722	 12 
7898961303406	 12 
7897173012069	 12 
7897173001278	 12 
7897173001056	 12 
7897173001247	 12 
7897173002039	 12 
7897173001285	 12 
7897173093341	 12 
7897173093358	 12 
7897173093365	 12 
7891048061695	 18 
7898960387261	 6 
7891048070215	 24 
7896064203562	 24 
7896064203586	 24 
7896064205245	 24 
7896064203579	 24 
7896064202923	 24 
7896064200660	 24 
7896064202947	 24 
7897173001063	 12 
7897173098728	 12 
7897173002053	 12 
7897173001070	 12 
7897173002015	 12 
7897173098735	 12 
7897173001254	 12 
7891035325595	 12 
7891035325625	 12 
7896798603119	 26 
7896798603102	 26 
7896798603126	 26 
7898375980811	 25 
7896653704555	 18 
7896653706900	 18 
8000500009673	 4 
7891000295182	 30 
602883641402	 20 
606529813260	 20 
609963137404	 20 
609963137428	 20 
7891000295304	 30 
78939318	 10 
7896019602105	 10 
7896653704524	 18 
7896653706917	 18 
78939301	 45 
7896019602006	 10 
7898530841261	 30 
7891008114003	 30 
7622210596413	 30 
7891000325131	 30 
7891022101003	 14 
7893333733355	 24 
7893333733331	 24 
7893333733317	 24 
7896532107149	 30 
7896519233069	 20 
7898380411164	 10 
7898380410938	 10 
7891048067000	 18 
7898380411553	 10 
3800205875307	 15 
3800205875208	 15 
3800205873358	 15 
3800205875109	 15 
7898377661848	 24 
7891048000427	 18 
7891000120095	 24 
7891008042023	 24 
7891008040029	 24 
7898010861024	 12 
7898918973843	 6 
7898939469639	 6 
7898939469585	 6 
7898939469363	 12 
700083453891	 12 
7896092500336	 12 
7896547501277	 12 
7896547501178	 12 
7896547501260	 12 
7896547501390	 12 
7896547501154	 12 
7896547501161	 12 
7896547500089	 12 
7896273100171	 12 
7896273100836	 12 
7896273100621	 12 
7896273100829	 12 
7896273100805	 12 
7896273100812	 12 
7896002100014	 12 
7896607100044	 12 
7896607100372	 12 
7897877000034	 12 
7897877000065	 12 
700083453884	 12 
7891050001108	 12 
7896050200124	 12 
7896383700704	 12 
7896383700698	 12 
7896244745677	 5 
7893753299165	 5 
7893753600251	 20 
7893753600114	 12 
7891021006934	 20 
7891021005043	 10 
7891021006309	 20 
7891021005555	 20 
7891021006125	 20 
7898206500850	 12 
7896089011357	 20 
7896244700287	 10 
7896244700294	 15 
7896244700218	 24 
7896244712341	 10 
7896244700270	 10 
7896244700348	 10 
7898912704023	 20 
7898912704016	 6 
7896005800577	 20 
7896005800379	 5 
7896005801529	 10 
7896005800010	 10 
7898918973867	 12 
7896283003967	 12 
7898950925015	 24 
7898950925077	 24 
7898950925053	 24 
7898950925039	 24 
7891000249963	 10 
7898950925022	 24 
7891700200523	 10 
7891095008995	 60 
7894000033860	 10 
7891150012318	 10 
7894000000275	 10 
7891150072824	 24 
7894000000268	 10 
7891000250150	 10 
7891000250174	 10 
7891132010011	 24 
7891132006373	 24 
7891132006366	 24 
7891132006380	 24 
7898264986245	 24 
7891136051003	 12 
7893595199395	 42 
7898264981691	 24 
7898264981707	 24 
7891095100118	 12 
7891986046099	 20 
7897122600521	 12 
7891095100293	 12 
7896639800318	 36 
7896639800325	 36 
7898951275027	 12 
7891095100316	 12 
7898202614469	 30 
7893595199418	 20 
7893595199425	 28 
7896216100558	 15 
7896216100534	 15 
7896216100541	 15 
7896244700331	 24 
7896244700317	 24 
7896005808016	 24 
7896005807828	 10 
7896005807811	 10 
7896005805077	 10 
7896005805138	 10 
7896005805107	 10 
7896005804995	 10 
7896005805015	 10 
7898954167190	 12 
7898954167428	 12 
7898954167442	 12 
7898954167435	 12 
7898954167176	 12 
7898954167183	 12 
7898954167275	 12 
7898954167121	 12 
7898954167206	 12 
7898954167411	 12 
7896089088403	 10 
7896089088410	 10 
7896089088427	 10 
7896089088373	 10 
7896244700232	 30 
7896244700256	 30 
7896244700249	 30 
7896089088335	 10 
8711000362747	 10 
8711000362556	 10 
7613036961004	 12 
7613036943321	 3 
7613036958943	 12 
7613036943376	 3 
7613036942720	 3 
7613036961448	 12 
7613036961028	 12 
7613036940771	 3 
7613036941358	 4 
7613036941419	 3 
7613036957069	 12 
7613036961745	 12 
7896005804629	 24 
7896005802892	 24 
7896005800157	 24 
7896005802519	 24 
7702018037865	 12 
7897122601252	 12 
7898933627011	 18 
7898167601016	 24 
7896040703727	 12 
7896040704625	 12 
7896040704656	 12 
7896040706254	 12 
7896040705295	 12 
7896040704236	 12 
7896040703710	 12 
7896040704618	 12 
7891032015970	 24 
7891032015932	 24 
7896336802189	 12 
7896336807429	 12 
7898264981714	 24 
8718144570465	 24 
7898961667089	 24 
7898961667140	 12 
7891031102404	 15 
7896196082608	 12 
7896040701136	 12 
7896040701105	 12 
7896040700054	 12 
7891000002186	 12 
7891000288801	 24 
7891000070673	 24 
7891000091616	 12 
7891000072899	 12 
7891000006634	 12 
7896025800045	 24 
7897765600940	 12 
7891032016755	 24 
7898909755779	 24 
7892018053009	 25 
7896025802384	 24 
7898213320694	 6 
7897395011123	 6 
7891149106806	 6 
7896045505845	 12 
7898295300799	 12 
7896045504831	 12 
7896045504541	 12 
7896045505319	 12 
7891991010023	 12 
7898230715466	 12 
7898230710102	 12 
7898230710201	 12 
7898230715558	 12 
7898230715213	 12 
7891991294263	 8 
7891991014717	 6 
7898377660377	 6 
7898377660957	 6 
7898377661015	 6 
7891991006088	 12 
7891149104956	 6 
7891149103270	 15 
7891149010509	 12 
7891149104451	 12 
7891149010301	 6 
7891991294942	 12 
7891149030309	 6 
7891149106455	 6 
7891149101528	 12 
7891149040308	 6 
7891149104932	 12 
7891991014762	 6 
7891991010481	 12 
7891991014786	 12 
7891991011877	 8 
7891991010832	 6 
7898295301352	 12 
7897395007256	 12 
7891149210503	 12 
7891149210305	 6 
78912861	 24 
7896388000359	 12 
78925441	 24 
78936546	 24 
78929203	 24 
7896388010259	 24 
7898605251698	 12 
7898925943020	 12 
7898925943013	 12 
7898925943075	 12 
7898925943037	 12 
7898605253777	 12 
7898605251827	 12 
7898605251780	 12 
7898925943709	 12 
7501064194160	 6 
7891149108718	 6 
7891149108749	 6 
7501064196645	 6 
7898230716616	 6 
7896045504503	 3 
7896657764210	 12 
7896657764289	 12 
7896657764081	 12 
7898367980010	 6 
7898367983790	 12 
7898367980041	 6 
7896052601882	 12 
78905498	 12 
8712000025649	 2 
7896045523412	 12 
78935495	 6 
78936683	 6 
78904972	 6 
7896045505357	 6 
7896045506040	 6 
7896045506064	 12 
7891991298476	 8 
7898915949391	 24 
7898915949407	 24 
7898915949216	 12 
7898915949148	 12 
7898915949162	 18 
7898915949315	 12 
7898915949155	 12 
7898915949209	 12 
7898230716654	 6 
7897395040246	 6 
7897395020194	 12 
7897395010164	 6 
7897395020101	 12 
7897395010119	 6 
78933897	 6 
7896052605651	 6 
7898377660032	 12 
7898377660223	 12 
7897395011055	 6 
7898377660971	 6 
7730335000330	 6 
78905351	 12 
7891991015493	 12 
7891991009584	 12 
7897395020170	 12 
7897395099329	 12 
7897395099367	 12 
7898367983615	 12 
7898945987028	 6 
7898945987035	 12 
7898945987219	 6 
7898945987196	 6 
7896052605279	 12 
7891991012126	 12 
7891149103102	 15 
7891149200504	 12 
7891149104468	 12 
7891149104758	 6 
78916265	 6 
7891149105564	 8 
7891149105588	 6 
7891149108015	 8 
7891149108305	 12 
7891149200306	 6 
7891149108466	 12 
78934115	 6 
7891991297547	 12 
7891991297424	 6 
7891991297479	 6 
7891149103065	 8 
7891149101900	 6 
7891991013024	 12 
7891991015462	 6 
7891991013000	 8 
7891991296441	 6 
7898230716630	 12 
78906020	 6 
7896045504107	 6 
7891991294584	 15 
7891048036525	 24 
054881003230	 6 
7899592837650	 30 
7899592837636	 30 
7899592837612	 30 
7899592837643	 30 
7899592837629	 30 
7898038730050	 6 
7898038730029	 6 
7891098000187	 30 
7896185310118	 12 
7896185313355	 12 
7896023013256	 6 
7896023014741	 6 
7896023014802	 6 
7891098000163	 30 
7891098000156	 30 
7891048036013	 24 
7891098010575	 24 
7891048036020	 24 
7891048036044	 24 
7891048036051	 24 
7891048036068	 24 
7891048036419	 24 
7891048038017	 24 
7891048038031	 24 
7891048036839	 24 
7891048038451	 24 
7891048038048	 24 
7891048038055	 24 
7891048038376	 24 
7891098001504	 30 
7891098010476	 24 
7898192039891	 12 
7898192032618	 12 
7898192033325	 12 
7898192039907	 12 
7898192034834	 12 
7898192031895	 12 
7898192032564	 12 
7898192033578	 12 
7891098000170	 30 
7891098040848	 6 
7891098040893	 6 
7891098041074	 6 
7891098041418	 10 
7896023014772	 6 
7891098038456	 30 
7896185310392	 12 
7896185310385	 12 
7891098000026	 24 
7891098040589	 6 
7891098040596	 6 
7891098040565	 6 
7891098040572	 6 
7891098040602	 6 
7891098000040	 24 
7891042000195	 6 
7896185310415	 12 
7891042000201	 6 
7896185310408	 12 
7891048036204	 24 
7896023013317	 6 
7896023014758	 6 
7896023013294	 6 
7896185312228	 12 
7898038730012	 3 
7891048036884	 24 
7891048036891	 24 
7896185310422	 12 
7891098041883	 6 
7896023013270	 6 
7891048036303	 24 
7896185313348	 12 
7891000103937	 16 
7897517208264	 24 
7897517208257	 24 
3083681027952	 12 
7891000107485	 6 
7891000096468	 18 
78936195	 24 
7891048045008	 36 
3155250349793	 12 
7891048045107	 27 
7898409951763	 12 
7891999015228	 12 
7892840247041	 12 
7892840259549	 8 
7896283005602	 10 
7898568901043	 12 
7898568901036	 12 
7898264982124	 24 
7896073908014	 36 
7896073907512	 36 
7896073907611	 36 
7896073908007	 36 
7896073907819	 36 
7896073907994	 36 
7898142863897	 12 
7898142862869	 12 
78930193	 30 
78912359	 30 
78912366	 30 
78930230	 30 
7622300807399	 60 
7622300989316	 60 
7622300807283	 60 
7622300988470	 15 
7891048000106	 18 
7891048000090	 18 
7898080640970	 24 
7891000451304	 25 
7891008351026	 20 
7891008349023	 20 
7891008116991	 20 
7891008350029	 20 
7891008123302	 12 
7891008123128	 12 
7896058501506	 24 
7891048014462	 24 
7896062537089	 24 
7899970401190	 18 
7899970401213	 18 
7891000248768	 24 
7891000279328	 24 
7891000249239	 24 
7891000248829	 24 
7622210411501	 18 
7622210689658	 12 
7622210690012	 17 
7622210689795	 17 
7622210732316	 12 
7622210689573	 17 
7622300852474	 12 
7622210961716	 17 
7622210709417	 12 
7622300991456	 17 
7622210709523	 12 
7622210833389	 60 
7622300988517	 15 
7622300786601	 12 
7622300851804	 12 
7622210709363	 12 
7622300862282	 20 
7622300991500	 17 
7622300826611	 12 
7622210961679	 17 
7622300851767	 12 
7622300862442	 20 
7622300991418	 17 
7622210709943	 12 
7622210564986	 12 
7622300851392	 12 
7622210641939	 20 
7622210936707	 17 
7622300988883	 18 
7622300851941	 12 
7622300991371	 17 
7622300851989	 12 
3046920028370	 20 
8003340098104	 10 
4000539395369	 8 
3045140105502	 12 
7622300086404	 12 
7622210078131	 12 
7622300185015	 12 
7622210642189	 12 
7622400005190	 12 
4025700001023	 12 
7622210397119	 12 
4025700001030	 12 
7622300617820	 12 
7622210956163	 12 
7622210822383	 12 
7622300291785	 12 
7622200007332	 12 
4025700001962	 12 
7896423406054	 24 
7896423405743	 24 
7896423470697	 20 
7896423419276	 12 
7896423401066	 24 
7896423420791	 24 
2019700000003	 15 
7891000067253	 24 
7891000107638	 18 
7891000276471	 14 
7891000276556	 14 
7891000276594	 14 
7891000276631	 14 
7891000104842	 5 
7891000276914	 14 
7891000259818	 20 
7891000104804	 5 
7891000098844	 22 
7891000276839	 14 
7891000277072	 14 
7613036723671	 14 
7891000276518	 14 
7891000276877	 14 
7891000460207	 30 
7891000276792	 14 
7891000107744	 14 
7891000329856	 16 
7891000107805	 14 
7898024397915	 36 
7898934982591	 12 
7898934982539	 6 
7898934982560	 6 
7898934982652	 6 
7898934982607	 6 
7898934982683	 6 
7506174500207	 20 
7896423420180	 20 
7896423481853	 20 
78929340	 30 
7891330012725	 12 
7891000329665	 16 
7891008118926	 12 
7891008232004	 12 
7891008151275	 12 
7891008137347	 15 
7891008127409	 12 
7891008170597	 12 
7891008097535	 12 
7891008170580	 12 
7891008170573	 12 
7898142859593	 24 
77961419	 24 
77961860	 24 
7898142863125	 12 
